sentiment,text,label
negative,"Android One lack basic features which are there in MIUI. You can not turn off notifications tone which is quite irritating.
Only way is go in individual apps settings and turn off notifications.
Camara quality is poor.
Screen quality is good.

Don't purchase this phone. Rather go for normal MI phones. MI A (Android one) series has so many bugs in different applications that you will scratch your head. I want to through my phone but just keeping my cool as I have paid rs12000 for it.",0
positive,Best mobile at the best price..... awesome camera and nice battery pack up.....must use phone...and budget Mobile.....,2
positive,"Camera,fingerprint, and battery is awesome in small budget. Samsung Galaxy M30 phone is so beautiful  and no other company will give this future in this budget but Samsung is big brand.",2
positive,Best quality of camera,2
positive,Only I problem is inside Camera quality is not good . So I give only 2 star .  according to 48 mp camera . Quality like 8 megapixel,2
neutral,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",1
positive,"Good phone in this budget and better than mi redminote 8 pro.
First time I ordered on the first day of online launch and am happy. I'm writing after few days of usage, but this should not be different as my experience with Samsung has been most consistent as compared to other mobile brands I've used earlier.

Good:

- Android 10! Beautiful looks! Finally I can delete SMS from notification now!!
- Display is excellent with Blue light filter.
- Performance is good. No heating or lagging. Real Racing worked fine.
- 6000 Mah battery is BIG
- 128 GB storage is pretty good. 512 GB card supported with dedicated external card slot.
- Both dedicated sim slots support LTE
- Fast charging and 15W charger top with phone. The phone came with 0% charge. Charged fast.
- Mobile speakers sound is good, but I prefer external speakers for better bass in music.
- Camera is really good. Macro performance is very good - look at skin in tatoo photo and dust perticles in deskphone photo!! (photos of M31 are from other phone). Both front and rear camera support FHD video 3840x2160. I may not require to carry my DSLR everyehere.
- Face unlock / figure-print sensor response is good",2
positive,Fast delivery...and nice,2
positive,"Value for money..
The budget killer phone.Best camera at this price",2
positive,today was the BEST <3 eff yeah i <3 ,2
positive,"Great product

Must buy.",2
neutral,One of its speaker has stopped working... Or either wasn't working from the start :(,1
negative,Very bad quality screen had stopped working on two months,0
neutral,New To twitter,1
negative,"Damaged  product receive
Very  bad Amazon 😡😠🤬🤬🤬🤬🤬",0
positive,"Samsung had entered in the mid range to kill the Chinese brand really awsme phone with biggest battery in this range awsme camera... fast charging... really nice phone... Samsung is really king of Gadget market..

Samsung was
Samsung is and Samsung will rule.. in all segment of phones",2
neutral,Nice,1
positive,Great As expected,2
positive," - well i greatly appreciate your comment.  That means a lot to me.  I`m working on both of them...work in progress, you know.",2
positive,Best bughet phone with fast charger inside the box. Only thing which is avg in this phone is camera gift this one to your parents .,2
positive,"camera is extraordinary for professionals ,battery is vary good with 6000mah battery,performance is unstopable with 6 gb ram over all woth of money .",2
positive,"Love this phone. I want to tell all users to buy it becoz its a best phone in this range . It have all functions that we want. I am very happy becoz i choose the best phone #samsung_galaxy_m20
I love it
It have best bettry life . Best camera. Best sensors. Best screen and the most valuable thing is that it have best looking phone.",2
positive,Best buy for the best price,2
positive,"All in all, a great package at this price. Very happy with the phone.",2
neutral,"RT @MeanProgress: America: What we are losing, Where may we end up?

http://t.co/psPFOspIVE

.@POTUS .@WhiteHouse .@FLOTUS #GOPDebates #Uni…",1
positive,Average phone with a average price..nice but camera can be better.,2
positive,Nice...,2
negative,"Used it for a month and Battery is getting drained twice in a day, heating problem, fingerprint is also not working properly not getting network where the same sim card is working fine In another phone",0
positive,Camera quality is so good best in this range with great prossesor,2
positive,VFM.. Product is good enough with this price range. Battery performance is just awesome.. camera quality is just perfect.,2
neutral,Build quality is better and battery backup does great job. Camera outputs are not as expected. little disappointment with it.,1
positive,"Love with care.
High demand mobile.
All are good.
Price is attractive.
#MiLove",2
positive,"Mind blowing mobile....If u want to purchase this mobile than don't think anything.....Superb camera, battery backup, premium look nd so much.",2
negative,DONT BUY THIS PHONE OVERHEATING WHILE SEEING YOUTUBE AND It HAS NOT A FAST CHARGING SUPPORT It HAS SLOW CHARGING SUPPORT WHILE CHARGING It takes 4 to 5 CHARGING.I AM RETURNING THIS THIS SAMSUNG GALAXY M20 THEY DIDN'T CAME TAKE FOR RETURN.,0
negative,This mobile has automatically restart every after 5 minutes and also hang. Mobile performance very bad.😭😭,0
positive," yeah, i`m so excited.",2
positive,"Superb phone with stock android. Camera and diaplay quality is superb...but only one thing is missing by MI is battery..after full charge it lasts for maximum 10 to 11 hours.
This phone has to 5000 MAH.",2
negative,RT @sundapp: Looking forward to POTUS @realDonaldTrump whining &amp; trash talking on twttr after each Summit meeting he holds with world leade…,0
neutral," And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",1
positive,Excellent  camera and good performance,2
positive,Good,2
negative,The performance is really bad and some Tim's it hangs even though I have very less apps and very less memory used .,0
positive,Its not a standard restaurant as it is in the middle of a grocery store...but thats just what it is get over it!  The food however is fantastic!  I ordered the samosa chaat...A samosa covered in chick peas and other sauces and chatney.  A delicious Punjabi snack!  The portion was very generous and the price cheap.  I also recently ordered a dozen samosas to bring home and serve at a dinner party.  Very convenient and good service.  I will be a regular from now on!,2
negative,"Phone works on it's own, like phone is used by ghost, please don't waste your money on this M Series",0
positive,Good,2
positive,"This is best product,but it's camera clarity is very bad",2
neutral,Phone is too heavy,1
positive,Nice product,2
positive,Grt deal...,2
positive,Nice,2
positive,Good product from Samsung. Worth for money. Finger print reader and picture quality is amazing.,2
